conceptType,conceptUri,preferredLabel,altLabels,hiddenLabels,status,modifiedDate,scopeNote,inScheme,description,code
SkillGroup,http://data.europa.eu/esco/isced-f/0533,fysica,,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills",,
SkillGroup,http://data.europa.eu/esco/isced-f/0539,"natuurwetenschappen, niet elders ingedeeld",,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,
SkillGroup,http://data.europa.eu/esco/isced-f/054,wiskunde en statistiek,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,
SkillGroup,http://data.europa.eu/esco/isced-f/0540,"wiskunde en statistiek, niet nader gedefinieerd",,,,,,"http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,
SkillGroup,http://data.europa.eu/esco/isced-f/0541,wiskunde,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,
SkillGroup,http://data.europa.eu/esco/isced-f/0542,statistiek,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,
SkillGroup,http://data.europa.eu/esco/isced-f/058,"interdisciplinaire programma's en kwalificaties met betrekking tot natuurwetenschappen, wiskunde en statistiek",,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/isced-f",,
SkillGroup,http://data.europa.eu/esco/isced-f/0588,"interdisciplinaire programma's en kwalificaties met betrekking tot natuurwetenschappen, wiskunde en statistiek",,,,,,"http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,
SkillGroup,http://data.europa.eu/esco/isced-f/059,"natuurwetenschappen, wiskunde en statistiek, niet elders ingedeeld",,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,
SkillGroup,http://data.europa.eu/esco/isced-f/0599,"natuurwetenschappen, wiskunde en statistiek, niet elders ingedeeld",,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,
SkillGroup,http://data.europa.eu/esco/isced-f/06,informatie- en communicatietechnologieën (ict),,,,,,"http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,
SkillGroup,http://data.europa.eu/esco/isced-f/061,informatie- en communicatietechnologieën (ict),,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/isced-f",,
SkillGroup,http://data.europa.eu/esco/isced-f/0610,"informatie- en communicatietechnologieën (ict), niet nader gedefinieerd",,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/isced-f",,
SkillGroup,http://data.europa.eu/esco/isced-f/0611,computergebruik,,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills",,
SkillGroup,http://data.europa.eu/esco/isced-f/0612,ontwerp en beheer van databanken en netwerken,,,,,,"http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,
SkillGroup,http://data.europa.eu/esco/isced-f/0613,ontwikkeling en analyse van software en toepassingen,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,
SkillGroup,http://data.europa.eu/esco/isced-f/0619,"informatie- en communicatietechnologieën (ict), niet elders ingedeeld",,,,,,"http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,
SkillGroup,http://data.europa.eu/esco/isced-f/068,interdisciplinaire programma's en kwalificaties met betrekking tot informatie- en communicatietechnologieën (ict),,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,
SkillGroup,http://data.europa.eu/esco/isced-f/0688,interdisciplinaire programma's en kwalificaties met betrekking tot informatie- en communicatietechnologieën (ict),,,,,,"http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,
SkillGroup,http://data.europa.eu/esco/isced-f/07,"engineering, industrie en bouwnijverheid",,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/isced-f",,
SkillGroup,http://data.europa.eu/esco/isced-f/070,"engineering, industrie en bouwnijverheid, niet nader gedefinieerd",,,,,,"http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,
SkillGroup,http://data.europa.eu/esco/isced-f/0700,"engineering, industrie en bouwnijverheid, niet nader gedefinieerd",,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,
SkillGroup,http://data.europa.eu/esco/isced-f/071,ingenieursopleiding,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,
SkillGroup,http://data.europa.eu/esco/isced-f/0710,"ingenieursopleiding, niet nader gedefinieerd",,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills",,
SkillGroup,http://data.europa.eu/esco/isced-f/0711,chemische technologie en processen,,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/isced-f",,
SkillGroup,http://data.europa.eu/esco/isced-f/0712,milieubeschermingstechnologie,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,
SkillGroup,http://data.europa.eu/esco/isced-f/0713,elektriciteit en energie,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,
SkillGroup,http://data.europa.eu/esco/isced-f/0714,elektronica en automatisering,,,,,,"http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,
SkillGroup,http://data.europa.eu/esco/isced-f/0715,mechanica en metaal,,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills",,
SkillGroup,http://data.europa.eu/esco/isced-f/0716,"motorvoertuigen, schepen en vliegtuigen",,,,,,"http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,
SkillGroup,http://data.europa.eu/esco/isced-f/0719,"ingenieursopleiding, niet elders ingedeeld",,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,
SkillGroup,http://data.europa.eu/esco/isced-f/072,industrie en verwerking,,,,,,"http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,
SkillGroup,http://data.europa.eu/esco/isced-f/0720,"industrie en verwerking, niet nader gedefinieerd",,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,
SkillGroup,http://data.europa.eu/esco/isced-f/0721,levensmiddelenverwerking,,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/isced-f",,
SkillGroup,http://data.europa.eu/esco/isced-f/0722,"materialen (glas, papier, plastic en hout)",,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,
SkillGroup,http://data.europa.eu/esco/isced-f/0723,"textiel (kleding, schoeisel en leer)",,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,
SkillGroup,http://data.europa.eu/esco/isced-f/0724,mijnbouw en winning,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,
SkillGroup,http://data.europa.eu/esco/isced-f/0729,"industrie en verwerking, niet elders ingedeeld",,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,
SkillGroup,http://data.europa.eu/esco/isced-f/073,architectuur en bouwnijverheid,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,
SkillGroup,http://data.europa.eu/esco/isced-f/0730,"architectuur en bouwnijverheid, niet nader gedefinieerd",,,,,,"http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,
SkillGroup,http://data.europa.eu/esco/isced-f/0731,architectuur en stadsplanning,,,,,,"http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,
SkillGroup,http://data.europa.eu/esco/isced-f/0732,bouw en weg- en waterbouw,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,
SkillGroup,http://data.europa.eu/esco/isced-f/078,"interdisciplinaire programma's en kwalificaties met betrekking tot engineering, industrie en bouwnijverheid",,,,,,"http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,
SkillGroup,http://data.europa.eu/esco/isced-f/0788,"interdisciplinaire programma's en kwalificaties met betrekking tot engineering, industrie en bouwnijverheid",,,,,,"http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,
SkillGroup,http://data.europa.eu/esco/isced-f/079,"engineering, industrie en bouwnijverheid, niet elders ingedeeld",,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,
SkillGroup,http://data.europa.eu/esco/isced-f/0799,"engineering, industrie en bouwnijverheid, niet elders ingedeeld",,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,
SkillGroup,http://data.europa.eu/esco/isced-f/08,"landbouw, bosbouw, visserij en diergeneeskunde",,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/isced-f",,
SkillGroup,http://data.europa.eu/esco/isced-f/080,"landbouw, bosbouw, visserij en diergeneeskunde, niet nader gedefinieerd",,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills",,
SkillGroup,http://data.europa.eu/esco/isced-f/0800,"landbouw, bosbouw, visserij en diergeneeskunde, niet nader gedefinieerd",,,,,,"http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,
SkillGroup,http://data.europa.eu/esco/isced-f/081,landbouw,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,
SkillGroup,http://data.europa.eu/esco/isced-f/0810,"landbouw, niet nader gedefinieerd",,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/isced-f",,
SkillGroup,http://data.europa.eu/esco/isced-f/0811,landbouw en veeteelt,,,,,,"http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,
SkillGroup,http://data.europa.eu/esco/isced-f/0812,tuinbouw,,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/isced-f",,
SkillGroup,http://data.europa.eu/esco/isced-f/0819,"landbouw, niet elders ingedeeld",,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,
SkillGroup,http://data.europa.eu/esco/isced-f/082,bosbouw,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,
SkillGroup,http://data.europa.eu/esco/isced-f/0821,bosbouw,,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills",,
SkillGroup,http://data.europa.eu/esco/isced-f/083,visserij,,,,,,"http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,
SkillGroup,http://data.europa.eu/esco/isced-f/0831,visserij,,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills",,
SkillGroup,http://data.europa.eu/esco/isced-f/084,diergeneeskunde,,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/isced-f",,
SkillGroup,http://data.europa.eu/esco/isced-f/0841,diergeneeskunde,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,
SkillGroup,http://data.europa.eu/esco/isced-f/088,"interdisciplinaire programma's en kwalificaties met betrekking tot landbouw, bosbouw, visserij en diergeneeskunde",,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills",,
SkillGroup,http://data.europa.eu/esco/isced-f/0888,"interdisciplinaire programma's en kwalificaties met betrekking tot landbouw, bosbouw, visserij en diergeneeskunde",,,,,,"http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,
SkillGroup,http://data.europa.eu/esco/isced-f/089,"landbouw, bosbouw, visserij en diergeneeskunde, niet elders ingedeeld",,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills",,
SkillGroup,http://data.europa.eu/esco/isced-f/0899,"landbouw, bosbouw, visserij en diergeneeskunde, niet elders ingedeeld",,,,,,"http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,
SkillGroup,http://data.europa.eu/esco/isced-f/09,gezondheid en welzijn,,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/isced-f",,
SkillGroup,http://data.europa.eu/esco/isced-f/090,"gezondheid en welzijn, niet nader gedefinieerd",,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills",,
SkillGroup,http://data.europa.eu/esco/isced-f/0900,"gezondheid en welzijn, niet nader gedefinieerd",,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,
SkillGroup,http://data.europa.eu/esco/isced-f/091,gezondheid,,,,,,"http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,
SkillGroup,http://data.europa.eu/esco/isced-f/0910,"gezondheid, niet nader gedefinieerd",,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,
SkillGroup,http://data.europa.eu/esco/isced-f/0911,tandheelkunde,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,
SkillGroup,http://data.europa.eu/esco/isced-f/0912,geneeskunde,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,
SkillGroup,http://data.europa.eu/esco/isced-f/0913,verpleegkunde en verloskunde,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,
SkillGroup,http://data.europa.eu/esco/isced-f/0914,medische diagnose en behandelingstechnologie,,,,,,"http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,
SkillGroup,http://data.europa.eu/esco/isced-f/0915,therapie en revalidatie,,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills",,
SkillGroup,http://data.europa.eu/esco/isced-f/0916,farmacie,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,
SkillGroup,http://data.europa.eu/esco/isced-f/0917,traditionele en complementaire geneeskunde en therapie,,,,,,"http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,
SkillGroup,http://data.europa.eu/esco/isced-f/0919,"gezondheid, niet elders ingedeeld",,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,
SkillGroup,http://data.europa.eu/esco/isced-f/092,welzijn,,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills",,
SkillGroup,http://data.europa.eu/esco/isced-f/0920,"welzijn, niet nader gedefinieerd",,,,,,"http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,
SkillGroup,http://data.europa.eu/esco/isced-f/0921,zorg voor bejaarden en gehandicapte volwassenen,,,,,,"http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,
SkillGroup,http://data.europa.eu/esco/isced-f/0922,kinderverzorging en jeugdzorg,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,
SkillGroup,http://data.europa.eu/esco/isced-f/0923,maatschappelijk werk en counseling,,,,,,"http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,
SkillGroup,http://data.europa.eu/esco/isced-f/0929,"welzijn, niet elders ingedeeld",,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,
SkillGroup,http://data.europa.eu/esco/isced-f/098,interdisciplinaire programma's en kwalificaties met betrekking tot gezondheid en welzijn,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,
SkillGroup,http://data.europa.eu/esco/isced-f/0988,interdisciplinaire programma's en kwalificaties met betrekking tot gezondheid en welzijn,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,
SkillGroup,http://data.europa.eu/esco/isced-f/099,"gezondheid en welzijn, niet elders ingedeeld",,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills",,
SkillGroup,http://data.europa.eu/esco/isced-f/0999,"gezondheid en welzijn, niet elders ingedeeld",,,,,,"http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,
SkillGroup,http://data.europa.eu/esco/isced-f/10,diensten,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,
SkillGroup,http://data.europa.eu/esco/isced-f/100,"diensten, niet nader gedefinieerd",,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills",,
SkillGroup,http://data.europa.eu/esco/isced-f/1000,"diensten, niet nader gedefinieerd",,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,
SkillGroup,http://data.europa.eu/esco/isced-f/101,persoonlijke diensten,,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/isced-f",,
SkillGroup,http://data.europa.eu/esco/isced-f/1010,"persoonlijke diensten, niet nader gedefinieerd",,,,,,"http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,
SkillGroup,http://data.europa.eu/esco/isced-f/1011,huishoudelijke diensten,,,,,,"http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,
SkillGroup,http://data.europa.eu/esco/isced-f/1012,haar- en schoonheidsverzorging,,,,,,"http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,
SkillGroup,http://data.europa.eu/esco/isced-f/1013,"hotel, restaurant en catering",,,,,,"http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,
SkillGroup,http://data.europa.eu/esco/isced-f/1014,sport,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,
SkillGroup,http://data.europa.eu/esco/isced-f/1015,"reizen, toerisme en vrijetijdsbesteding",,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/isced-f",,
SkillGroup,http://data.europa.eu/esco/isced-f/1019,"persoonlijke diensten, niet elders ingedeeld",,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills",,
SkillGroup,http://data.europa.eu/esco/isced-f/102,hygiëne en gezondheid op het werk,,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/isced-f",,
SkillGroup,http://data.europa.eu/esco/isced-f/1020,"hygiëne en gezondheid op het werk, niet nader gedefinieerd",,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,
SkillGroup,http://data.europa.eu/esco/isced-f/1021,openbare reinigingsdiensten en sanitaire voorzieningen,,,,,,"http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,
SkillGroup,http://data.europa.eu/esco/isced-f/1022,gezondheid en veiligheid op het werk,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,
SkillGroup,http://data.europa.eu/esco/isced-f/1029,"hygiëne en gezondheid op het werk, niet elders ingedeeld",,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills",,
SkillGroup,http://data.europa.eu/esco/isced-f/103,beveiligingsdiensten,,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/isced-f",,
SkillGroup,http://data.europa.eu/esco/isced-f/1030,"beveiligingsdiensten, niet nader gedefinieerd",,,,,,"http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,
